Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,emmali_notes
19146,Dutchess,TOWN WIDE INTERCONNECTED WDS / East Fishkill (T),"Installation of Ionization Media filters, interconnections within the Town's existing water districts, and development of new GW Sources to address PFOA/PFAS contamination, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System","3,493","$16,728,197",70,"$827,826,553",
19645,Dutchess,SCHREIBER WATER WORKS / DCWWA,"New well and treatment for removal of gross alpha, radium, iron/manganese, and sulfate, New Water Treatment Plant, New Ground Water Source",80,"$4,653,540",60,"$832,480,093",
18822,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"New Greensand WTP for Mn Removal, New Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","6,731","$3,042,840",55,"$835,522,933",
16236,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Ground Water Source, Upgrade Ground Water Source, New Storage, Upgrade Distribution System","2,214",$0,55,"$835,522,933",
18536,Dutchess,PINEBROOK ESTATES / DCWWA,"Interconnection to DCWWA Hyde Park System., New Distribution System, New Inter-Connection",200,"$3,489,161",45,"$839,012,094",
18918,Dutchess,RHINEBECK VILLAGE WATER / Rhinebeck (V),"Upgrade Water Treatment Plant, Upgrade Storage","4,300",$0,45,"$839,012,094",
18830,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Interconnection between Wappingers Falls (V) and Wappinger (T)., New Inter-Connection","5,522","$1,440,252",45,"$840,452,346",
19604,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Phase 3)., Upgrade Distribution System","2,980","$9,336,373",40,"$849,788,719",
19402,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Inventory., Upgrade Distribution System","32,000","$2,453,300",40,"$852,242,019",
19789,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 3, Round 1)., Upgrade Distribution System","2,180","$9,584,438",40,"$861,826,457",
19791,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 4, Round 1)., Upgrade Distribution System","1,567","$8,516,534",40,"$870,342,991",
19603,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Phase 2)., Upgrade Distribution System","3,030","$9,374,442",40,"$879,717,433",
19187,Dutchess,AMENIA WD #1 / Amenia (T),"Water District No. 1 Improvements, New Ground Water Source, New Storage, New Distribution System","1,010","$13,338,500",40,"$893,055,933",
19784,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Lead Service Line Replacement (Zone 2, Round 1)., Upgrade Distribution System","3,169","$11,800,339",40,"$904,856,272",
18140,Dutchess,RED HOOK VILLAGE / Red Hook (V),"New Storage, Upgrade Distribution System","2,214",$0,35,"$904,856,272",
18723,Dutchess,POUGHKEEPSIE (C) / City of Poughkeepsie,Upgrade Distribution System,"38,180","$15,770,000",35,"$920,626,272",
19565,Dutchess,POUGHKEEPSIE (C) / Poughkeepsie (C),"Water main replacement Phases 1 - 10, Upgrade Distribution System","32,000","$77,804,140",35,"$998,430,412",
18651,Dutchess,MILLERTON VILLAGE / Millerton (V),"Rehab. existing tank, repl. hydrants, rehab. water meters., Upgrade Storage, Upgrade Distribution System","1,150",$0,35,"$998,430,412",
19575,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Wenliss Water Tank Rehabilitation, Upgrade Storage","6,500","$2,274,240",35,"$1,000,704,652",
19032,Dutchess,PAWLING WD NO. 2 / Pawling (T),"Pawling WD No. 2 Phase 1 Treatment and Storage Upgrades, Upgrade Water Treatment Plant, Upgrade Storage",243,"$853,500",30,"$1,001,558,152",
19576,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"Water Meter Replacement, Upgrade Distribution System","6,500","$1,725,500",30,"$1,003,283,652",
18787,Dutchess,RED HOOK WATER DISTRICT #1 / Red Hook (V),"Enhance interconnection with Red Hook (T); eliminate Well #4 due to PFAS, Upgrade Storage, Upgrade Distribution System, Upgrade Inter-Connection","1,440",$0,25,"$1,003,283,652",
19173,Dutchess,POUGHKEEPSIE (T) / Poughkeepsie (T),"Rehabilitation of two 5 MG tanks and improvements to Spackenkill Water Pump Station, Upgrade Storage, Upgrade Pump Station","45,471","$11,251,426",25,"$1,014,535,078",
18864,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"Installation of GAC for PFOA/PFOS removal., Upgrade Water Treatment Plant, Upgrade Distribution System","14,000","$5,170,000",25,"$1,019,705,078",
18949,Dutchess,MILLERTON (V) / Millerton (V),"Replacement of watermain, minor updates to Well, Upgrade Distribution System","2,150","$6,280,454",25,"$1,025,985,532",
19345,Dutchess,RED HOOK WD NO. 1 / Red Hook (T),"Storage Tank Replacement on Kelly Road, Upgrade Storage","1,600","$4,338,900",20,"$1,030,324,432",
19380,Dutchess,MILLERTON (V) / Millerton (V),"Lead Service Line Inventory, Upgrade Distribution System","2,000","$128,000",20,"$1,030,452,432",
18780,Dutchess,FISHKILL (V) / Fishkill (V),"Water System Upgrades and rehabilitation of existing wells, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","11,289","$10,525,000",20,"$1,040,977,432",
19845,Dutchess,POUGHKEEPSIE WATER TREATMENT FACILITY / Poughkeepsie JWB,"Filter underdrain replacement, Upgrade Water Treatment Plant","74,504","$4,415,700",15,"$1,045,393,132",
19846,Dutchess,POUGHKEEPSIE (T) / Poughkeepsie (T),"Speakenkill Water Pump Station rehabilitation., Upgrade Pump Station","45,518","$5,887,595",15,"$1,051,280,727",
19189,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"Installaton of 3 Wells, 1 MG Tank, New Ground Water Source, New Storage","14,000","$5,922,000",15,"$1,057,202,727",
19389,Dutchess,RED HOOK WATER DISTRICT NO. 1 / Red Hook (T),"Lead Service Line Inventory, Upgrade Distribution System","1,600","$178,000",15,"$1,057,380,727",
19564,Dutchess,BEACON (C) / Beacon (C),"Cargill Reservoir Hypolimnetic Aeration System for HABS control., Upgrade Surface Water Source","14,370","$2,727,167",15,"$1,060,107,894",
19562,Dutchess,BEACON (C) / Beacon (C),"Melzingah Reservoir Hypolimnetic Aeration System for HABs control., Upgrade Surface Water Source","14,370","$1,485,384",15,"$1,061,593,278",
19435,Dutchess,DUTCHESS COUNTY WWA / Dutchess County WA,"Lead Service Line Inventory, Upgrade Distribution System","15,979","$121,326",15,"$1,061,714,604",
19418,Dutchess,BRINKERHOFF WATER DISTRICT / Fishkill (T),"Installation of looping main, Upgrade Distribution System","3,788","$725,000",10,"$1,062,439,604",
19340,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST. / Wappinger (T),"Distribution main extension along Route 9., Extend Distribution System","14,000","$8,326,405",10,"$1,070,766,009",
19547,Erie,AKRON VILLAGE / Akron (V),"Improve Water Storage Tank. Install TTHM Removal System, Upgrade Storage","2,900","$6,500,000",85,"$1,077,266,009",
19657,Erie,HAMBURG (V) / Hamburg (V),"Replace Water Storage Tank, New Pump Station, New SCADA System, Upgrade Storage","9,556","$10,764,000",50,"$1,088,030,009",
19553,Erie,WEST SENECA (T) / West Seneca (T),"ECWA Connection/Conversion, Extend Distribution System, Upgrade Distribution System","1,968","$10,327,707",50,"$1,098,357,716",
19276,Erie,ALDEN (T) / Alden (T) Water District No. 5,New Water District,"1,500","$20,497,000",45,"$1,118,854,716",
19118,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of the Van de Water Raw Water Pumping System, Upgrade Pump Station","180,000","$14,280,000",45,"$1,133,134,716",
19131,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Rehabilitation of Filters 1 through 4 - Van de Water WTP, Upgrade Water Treatment Plant","180,000","$28,706,700",45,"$1,161,841,416",
19053,Erie,CAYUGA CREEK WD / Alden (T),"Cayuga Creek Water District, New Water District",561,"$887,600",45,"$1,162,729,016",
19621,Erie,BUFFALO (C) / Buffalo (C),"Lead Service Line Replacement, Upgrade Distribution System","2,800","$11,516,000",40,"$1,174,245,016",
18862,Erie,BUFFALO WATER BOARD / Buffalo Water Board,"Water main and lead service line replacement., Upgrade Distribution System","1,350","$21,450,000",40,"$1,195,695,016",
19117,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station","180,000","$46,440,000",40,"$1,242,135,016",
19409,Erie,BUFFALO WATER BOARD / Buffalo (C),"Lead Service Line Replacement., Upgrade Distribution System",900,"$5,460,000",40,"$1,247,595,016",
19023,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Castle Hill Pump Station Replacement, Upgrade Pump Station",,"$2,940,400",40,"$1,250,535,416",
19137,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant","479,000","$3,744,250",40,"$1,254,279,666",
19431,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sandridge Water Storage Tank Rehabilitation, Upgrade Storage","17,600","$3,485,000",35,"$1,257,764,666",
19195,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant","370,000","$2,950,400",35,"$1,260,715,066",
19055,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"30-Inch Transmission Main Replacement on Various Areas, Upgrade Transmission","215,000","$4,240,300",35,"$1,264,955,366",
19116,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Transmission Main Improvements - Town Cheektowaga and City of Lackawanna, Upgrade Transmission","100,000","$9,069,860",35,"$1,274,025,226",
19219,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant","180,000","$30,246,400",35,"$1,304,271,626",
19861,Erie,(C) BUFFALO / (C) Buffalo,"Lead Service Line Replacement, Upgrade Distribution System","4,400","$16,372,000",35,"$1,320,643,626",
19833,Erie,ERIE COUNTY WATER AUTHORITY / ECWA,"ECWA 2024 Lead Service Line Replacements, Upgrade Distribution System","551,274","$8,447,400",30,"$1,329,091,026",
19111,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Replacement of 18 Mile Creek Transmission Crossings, Upgrade Transmission","370,000","$16,850,000",30,"$1,345,941,026",
19442,Erie,GRAND ISLAND (T) / Grand Island (T),"Grand Island Water System Pump Station Improvements, Upgrade Pump Station","21,389","$1,982,750",30,"$1,347,923,776",
19115,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Interconnection to City of Buffalo to provide 20MGD, New Inter-Connection","550,000","$34,127,800",30,"$1,382,051,576",
19851,Erie,TONAWANDA (T) / Tonawanda (T),"Raw Water Intake Modification and Cleaning, Upgrade Transmission","72,636","$6,504,486",30,"$1,388,556,062",
19274,Erie,AKRON (V) / Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System","3,085","$3,028,200",25,"$1,391,584,262",
19122,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant","180,000","$3,831,863",25,"$1,395,416,125",
19114,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)","370,000","$2,997,200",25,"$1,398,413,325",
19237,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Union Road Watermain Replacement, Upgrade Distribution System","150,000","$10,439,606",25,"$1,408,852,931",
19112,Erie,ERIE COUNTY WATER AUTHORITY / Erie County Water Authority,"Water Main Replacement Town of Amherst, Upgrade Distribution System","180,000","$11,490,000",25,"$1,420,342,931",
19615,Erie,ERIE COUNTY WA / Erie County Water Authority,"Lead Service Line Replacement, Upgrade Distribution System",117,"$910,000",25,"$1,421,252,931",
19509,Erie,TONAWANDA (T) / Tonawanda (T),"Electrical Upgrades at WTP and Pump Station, New Water Treatment Plant","72,100","$37,080,000",25,"$1,458,332,931",
19282,Erie,TONAWANDA (T) / Tonawanda (T),"Lead service line inventory., Upgrade Distribution System","88,990","$324,500",25,"$1,458,657,431",
19732,Erie,BOSTON (T) / Boston (T) WD No. 1 & No. 2,"Water System Improvements Phase 2 & 3, Upgrade Distribution System","7,948","$10,088,975",20,"$1,468,746,406",
19655,Erie,EVANS (T) / Evans (T),"Ph1A Watermain Replacement, Upgrade Distribution System","15,321","$8,300,000",20,"$1,477,046,406",
19852,Erie,WEST SENECA (T) / West Seneca (T),"WM Replacment on Bullis and Seneca, Upgrade Distribution System","9,722","$3,604,872",20,"$1,480,651,278",
18901,Erie,BOSTON (T) / Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System","6,604","$16,123,067",20,"$1,496,774,344",
19842,Erie,ORCHARD PARK (V) / Orchard Park (V),"WM Replacement on South Buffalo St, Upgrade Distribution System","3,108","$2,596,036",15,"$1,499,370,380",
18605,Erie,GRAND ISLAND TOWN WATER DEPT. / Grand Island (T),"Baseline Road Water Main Improvements, Upgrade Distribution System","19,500","$5,370,000",15,"$1,504,740,380",
19052,Erie,LANCASTER (T) / Lancaster (T),"Cemetery Rd Water Main Replacement, Upgrade Distribution System","45,114","$4,046,500",10,"$1,508,786,880",
17629,Essex,ESSEX WD / Essex (T),"WTP Upgrades and New GW Source., Upgrade Water Treatment Plant, New Ground Water Source",300,$0,1165,"$1,508,786,880",
18275,Essex,KEESEVILLE V / Chesterfield (T),"WTP, storage, and distribution improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","2,300",$0,1155,"$1,508,786,880",
18184,Essex,CROWN POINT WD / Crown Point (T),"Rehab and upgrades to contaminated wells and replacing mains with severe break history., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",995,$0,1135,"$1,508,786,880",
18982,Essex,WILLSBORO WD / Willsboro (T),"Phase I - new WTP, intake improvements, pump station upgrades., New Water Treatment Plant, New Storage, Upgrade Distribution System","1,571","$12,157,962",1090,"$1,520,944,843",
18270,Essex,CHILSON-EAGLE LAKE WD / Ticonderoga (T),"Chilson-Eagle Lake SWTR Compliance Project., New Surface Water Treatment Rule Compliance Facility, New Ground Water Source, Upgrade Distribution System",200,"$14,000,000",140,"$1,534,944,843",
18709,Essex,ELIZABETHTOWN WD / Elizabethtown (T),"New well to meet capacity standards, address use of springs (GWUDI), Telemetry & Treatment., Upgrade Water Treatment Plant, New Ground Water Source",800,"$3,744,565",115,"$1,538,689,408",
18869,Essex,KEENE WD / Keene (T),"WD #2. New redundant well and upgrades to well building., New Ground Water Source",238,"$6,355,150",90,"$1,545,044,558",
18844,Essex,TICONDEROGA WD / Ticonderoga (T),"New Meters and Storage., New Storage, Upgrade Distribution System","5,000","$10,104,679",50,"$1,555,149,237",
19421,Essex,LAKE PLACID (V) / Lake Placid (V),"Lead service line inventory., Upgrade Distribution System","2,229","$440,632",30,"$1,555,589,869",
18423,Essex,RAY BROOK WD / North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,$0,30,"$1,555,589,869",
18887,Essex,MINERVA WD / Minerva (T),"Replacement of Approx. 6,400-ft of water main., Upgrade Distribution System",800,$0,20,"$1,555,589,869",
19467,Franklin,MALONE (V) / Malone (V),"Lead service line inventory., Upgrade Distribution System","8,560",$0,1040,"$1,555,589,869",
19258,Franklin,TUPPER LAKE (V) / Tupper Lake (V),"Tupper Lake Intake and WTP Rehab. , Upgrade Water Treatment Plant, Upgrade Surface Water Source","5,500","$12,897,900",110,"$1,568,487,769",
18531,Franklin,SARANAC LAKE (V) / Saranac Lake (V),"New Surface Water Source, WM Replacement, New Water Treatment Plant, New Surface Water Source, Upgrade Distribution System","4,887","$22,635,000",100,"$1,591,122,769",
19794,Franklin,BIRCH MOBILE HOME PARK / Birch Park MHP,"Installation of GAC for PFAS, new well, new disinfection, Upgrade Water Treatment Plant, New Ground Water Source",90,"$668,923",80,"$1,591,791,692",
19267,Franklin,MALONE (V) / Malone (V),"New production well, trans. main, upgrades well buildings, WTP and water meters. , Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission","6,619","$13,802,000",55,"$1,605,593,692",
19253,Franklin,CHATEAUGAY (V) / Chateaugay (T),"Replacing spring house with new wells, water meters, and distribution work., New Ground Water Source, Upgrade Distribution System","1,100","$22,911,278",50,"$1,628,504,970",
19775,Franklin,TOWN OF TUPPER LAKE WD 1 / Tupper Lake (T),"Water Main Replacement and Installation, Upgrade Distribution System",,"$9,270,000",30,"$1,637,774,970",
